Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,City,State,Credit_Limit2
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,45,1,3,1,1789,1156,633,0.748,5110,75,0.63,0.646,Noblesville,IN,1789
Existing Customer,36,F,1,Doctorate,Single,Less than $40K,Blue,25,1,2,3,2835,2511,324,0.731,4811,77,0.925,0.886,Greenville,KY,2835
Existing Customer,44,F,5,Graduate,Single,Less than $40K,Blue,28,2,2,2,1558,879,679,0.874,4805,86,0.792,0.564,Canton,GA,1558
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,35,1,2,2,1438.3,834,604.3,0.635,4976,70,0.842,0.58,Saint Petersburg,FL,1438.3
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,25,2,3,1,2468,872,1596,0.991,4426,76,1.111,0.353,Tooele,UT,2468
Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,35,1,1,2,10699,1099,9600,0.661,5052,61,0.694,0.103,Austin,TX,10699
Existing Customer,54,F,4,High School,Single,$40K - $60K,Blue,48,2,4,1,3089,1177,1912,1.01,5237,75,0.829,0.381,Pierceton,IN,3089
Existing Customer,53,F,1,College,Married,Less than $40K,Blue,36,1,3,3,1665,964,701,1.049,4881,75,0.923,0.579,Walnut Creek,CA,1665
Existing Customer,54,M,1,College,Single,$120K +,Blue,48,1,3,1,2456,1654,802,0.565,4468,84,0.75,0.673,Barnstable,MA,2456
Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,32,2,1,2,3104,1954,1150,0.473,4699,77,0.925,0.63,Las Vegas,NV,3104
Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,34,2,2,2,4060,2336,1724,0.943,5173,87,0.706,0.575,Lyndonville,VT,4060
Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,24,2,2,2,3428,2209,1219,0.671,4751,87,0.642,0.644,Atlanta,GA,3428
Existing Customer,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,2,1,1790,891,899,0.45,4498,96,0.574,0.498,Palm Bay,FL,1790
Existing Customer,43,M,3,Doctorate,Single,$40K - $60K,Blue,35,2,6,3,4970,1588,3382,0.669,4436,83,0.804,0.32,Van Alstyne,TX,4970
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,32,1,3,3,5400,1426,3974,0.595,4643,80,0.702,0.264,Nashville,TN,5400
Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,34,2,2,3,1876,861,1015,0.839,5056,82,0.547,0.459,Dawsonville,GA,1876
Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,29,2,1,3,3413,1801,1612,0.88,3831,45,0.667,0.528,Minneapolis,MN,3413
Existing Customer,58,F,0,Graduate,Married,$40K - $60K,Blue,47,2,2,1,2194,1302,892,0.814,4962,81,0.841,0.593,Centerville,MA,2194
Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,1,2665,1936,729,0.757,4500,71,0.972,0.726,West Lafayette,IN,2665
Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,32,1,1,1,3335,2238,1097,0.644,5321,78,0.95,0.671,Federal Way,WA,3335
Existing Customer,45,F,3,Post-Graduate,Married,Less than $40K,Blue,32,2,3,2,2726,2127,599,0.814,5578,89,0.854,0.78,Fort Worth,TX,2726
Existing Customer,40,F,2,High School,Married,Less than $40K,Blue,28,1,3,3,2734,1661,1073,0.726,4981,90,0.698,0.608,Mesa,AZ,2734
Existing Customer,57,F,2,College,Single,Less than $40K,Blue,47,1,3,1,1727,996,731,0.767,5112,82,0.673,0.577,Arlington,MA,1727
Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,35,2,3,3,6330,1573,4757,0.899,3029,52,0.733,0.248,Huntington Station,NY,6330
Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,3,3,2540,1561,979,0.894,5039,82,0.745,0.615,Hendersonville,NC,2540
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,27,1,1,1,2840,2517,323,0.591,4405,82,0.864,0.886,Tulsa,OK,2840
Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,36,1,2,1,2977,1927,1050,0.731,5217,88,0.725,0.647,Arnold,MD,2977
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,2,3,2,2156,1198,958,0.507,5092,95,0.759,0.556,Dublin,OH,2156
Existing Customer,53,F,0,Uneducated,Married,$40K - $60K,Blue,40,1,3,3,2772,2414,358,0.805,5313,68,1.194,0.871,Van Buren,AR,2772
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,35,2,5,3,1552,1375,177,0.995,5064,80,0.905,0.886,Mcminnville,OR,1552
Existing Customer,40,M,3,Graduate,Divorced,Less than $40K,Silver,36,1,3,2,11409,1658,9751,0.989,4677,58,0.706,0.145,Saint Petersburg,FL,11409
Existing Customer,38,F,4,Uneducated,Married,Less than $40K,Blue,27,1,3,1,1736,1319,417,0.667,5045,86,0.755,0.76,Whitehouse Station,NJ,1736
Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,36,2,3,3,24256,1076,23180,0.568,4269,69,0.643,0.044,Kirkland,WA,24256
Existing Customer,44,F,1,Uneducated,Divorced,Less than $40K,Blue,37,1,2,3,5594,1235,4359,0.549,5220,75,0.829,0.221,Villa Park,IL,5594
Existing Customer,53,M,2,College,Married,$40K - $60K,Blue,40,2,3,0,2672,1604,1068,0.62,4766,75,1.083,0.6,Bakersville,NC,2672
Existing Customer,47,M,2,Post-Graduate,Married,$80K - $120K,Blue,35,1,3,1,30300,1166,29134,0.715,4146,64,0.882,0.038,Glen Carbon,IL,30300
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,39,1,2,1,7088,1750,5338,0.618,4691,76,0.727,0.247,Saint Petersburg,FL,7088
Existing Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,36,2,3,2,1872,661,1211,0.756,4970,81,0.929,0.353,Cochranville,PA,1872
Existing Customer,33,F,4,College,Married,$40K - $60K,Blue,26,1,2,3,2874,2517,357,0.73,4794,88,0.6,0.876,Chicago,IL,2874
Existing Customer,36,M,2,Graduate,Single,$40K - $60K,Blue,36,2,2,1,6763,1660,5103,0.573,4972,76,0.9,0.245,Wooster,OH,6763
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,21,1,2,1,2867,1365,1502,0.502,4445,89,0.745,0.476,Lowell,MA,2867
Existing Customer,49,M,1,High School,Married,$60K - $80K,Blue,36,2,3,2,2465,1334,1131,0.95,4806,83,0.766,0.541,Valley Stream,NY,2465
Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,3,7584,1834,5750,0.818,4783,65,0.667,0.242,Orchard Park,NY,7584
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,33,1,3,2,4963,2115,2848,0.767,4989,78,0.696,0.426,Rockford,IL,4963
Existing Customer,56,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,1,2,1,3485,1465,2020,0.653,4776,87,1.023,0.42,Minneapolis,KS,3485
Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,38,3,5,1,23459,2305,21154,0.636,7279,83,0.627,0.098,Fort Worth,TX,23459
Existing Customer,51,F,2,College,Single,Less than $40K,Blue,31,2,1,3,2306,1627,679,0.507,3776,70,0.944,0.706,Chicago,IL,2306
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,2,3,3,18177,841,17336,0.888,8512,94,0.679,0.046,Hillsboro,IL,18177
Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,41,3,3,0,2894,2117,777,0.79,7471,87,0.673,0.732,Garland,TX,2894
Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,Blue,32,3,4,2,34516,1807,32709,0.665,7663,91,0.655,0.052,Wewoka,OK,34516
Existing Customer,44,M,3,High School,Married,$120K +,Silver,34,3,1,2,34516,2517,31999,0.814,7427,83,0.566,0.073,East Falmouth,MA,34516
Existing Customer,53,M,3,Graduate,Single,$120K +,Gold,43,3,1,3,34516,2435,32081,0.77,7758,98,0.719,0.071,Solon,IA,34516
Existing Customer,41,M,3,Graduate,Single,$40K - $60K,Blue,37,3,3,2,7839,1544,6295,0.715,7904,83,0.804,0.197,Indianapolis,IN,7839
Existing Customer,49,M,1,High School,Married,$60K - $80K,Gold,36,2,2,3,6224,2201,4023,0.832,7693,70,0.628,0.354,Sherman Oaks,CA,6224
Existing Customer,42,F,3,College,Married,Less than $40K,Blue,13,3,2,3,6078,1478,4600,0.849,8442,95,0.508,0.243,Montgomery,AL,6078
Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,39,3,3,2,21322,2216,19106,0.921,8693,91,0.569,0.104,Campbell,TX,21322
Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,3,3,1590,1273,317,0.64,7352,80,0.818,0.801,Pensacola,FL,1590
Existing Customer,52,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,1,2,1986,1411,575,0.799,7249,86,0.509,0.71,Atlanta,GA,1986
Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,1,34496,1665,32831,0.883,8092,80,0.667,0.048,Waynesboro,VA,34496
Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2,2544,1713,831,0.696,8006,88,0.571,0.673,Chicago,IL,2544
Existing Customer,42,M,3,Graduate,Married,Less than $40K,Blue,36,2,2,1,6153,974,5179,0.703,7434,92,0.586,0.158,Lynn,MA,6153
Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,2,15987,1187,14800,0.597,7471,88,0.467,0.074,Powder Springs,GA,15987
Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,2,2,11000,1013,9987,0.697,7302,86,0.654,0.092,Oklahoma City,OK,11000
Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,36,2,2,1,2490,1582,908,0.76,7719,86,0.623,0.635,Lynwood,CA,2490
Existing Customer,42,F,1,Post-Graduate,Single,Less than $40K,Blue,28,3,3,0,3453,1010,2443,0.801,8108,85,0.7,0.292,Las Vegas,NV,3453
Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318,2082,9236,0.733,7179,93,0.632,0.184,Greenville,SC,11318
Existing Customer,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,2,3,1,11919,2347,9572,0.842,8257,96,0.574,0.197,New Braunfels,TX,11919
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,32,2,5,1,2948,968,1980,0.946,7834,86,0.509,0.328,Badger,IA,2948
Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3,1,12294,2517,9777,0.775,7906,87,0.611,0.205,Lombard,IL,12294
Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,2,3,13452,2517,10935,0.781,7582,69,0.917,0.187,Santa Barbara,CA,13452
Existing Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,1,4942,2119,2823,0.718,7460,85,0.604,0.429,Hinsdale,NH,4942
Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,2,3,19719,1303,18416,0.91,8385,97,0.565,0.066,Fort Knox,KY,19719
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,36,3,3,2,9484,2451,7033,0.637,7242,95,0.508,0.258,Reidsville,NC,9484
Existing Customer,57,F,4,Post-Graduate,Single,Less than $40K,Blue,45,2,2,3,3059,1744,1315,0.614,7709,89,0.561,0.57,Marshall,MN,3059
Existing Customer,51,M,0,Doctorate,Single,$120K +,Platinum,44,3,2,3,34516,1925,32591,0.764,8012,87,0.582,0.056,Olympia,WA,34516
Existing Customer,49,M,2,Doctorate,Divorced,$80K - $120K,Blue,36,3,3,1,25178,1803,23375,0.767,7836,87,0.582,0.072,Chicago,IL,25178
Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,38,3,2,2,12569,2167,10402,0.634,7344,95,0.696,0.172,Corinth,VT,12569
Existing Customer,53,F,2,College,Single,Less than $40K,Blue,48,2,2,2,8259,1182,7077,0.822,7957,88,0.544,0.143,El Paso,TX,8259
Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,27,2,3,2,13804,1903,11901,0.723,7376,97,0.54,0.138,Edmonds,WA,13804
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,35,3,3,0,6448,1464,4984,0.615,7546,88,0.63,0.227,Watertown,NY,6448
Existing Customer,57,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,51,2,3,3,5479,1200,4279,0.798,7960,86,0.458,0.219,Jessup,MD,5479
Existing Customer,50,F,0,Uneducated,Married,Less than $40K,Blue,42,3,4,2,3749,1594,2155,0.738,7990,89,0.534,0.425,Lordsburg,NM,3749
Existing Customer,48,M,4,High School,Single,$120K +,Blue,40,2,3,3,30210,1946,28264,0.904,7403,88,0.544,0.064,Brooktondale,NY,30210
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,2,1,5807,1143,4664,0.785,8000,96,0.412,0.197,Cedar Rapids,IA,5807
Existing Customer,44,F,4,College,Single,$40K - $60K,Silver,39,2,1,3,17077,2179,14898,0.738,7391,75,0.705,0.128,Roseville,CA,17077
Existing Customer,43,F,2,College,Married,Less than $40K,Blue,37,3,3,1,5380,1337,4043,0.845,8947,93,0.576,0.249,Little Rock,AR,5380
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Gold,36,2,1,3,34516,761,33755,0.716,7499,88,0.571,0.022,Jersey City,NJ,34516
Existing Customer,47,M,4,Post-Graduate,Married,$80K - $120K,Blue,30,3,3,1,27720,2414,25306,0.752,8520,89,0.589,0.087,Colorado Springs,CO,27720
Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Silver,39,3,2,1,18341,1060,17281,0.718,7584,85,0.7,0.058,Sterling,VA,18341
Existing Customer,38,M,1,High School,Single,$120K +,Blue,30,2,1,1,27712,2130,25582,0.654,7399,91,0.717,0.077,Des Moines,IA,27712
Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,42,3,2,1,8285,1359,6926,0.634,7205,84,0.826,0.164,Belgrade,ME,8285
Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Blue,30,3,3,2,34516,2109,32407,0.703,6832,87,0.706,0.061,San Diego,CA,34516
Existing Customer,49,F,2,Uneducated,Single,$40K - $60K,Blue,37,2,1,3,7045,1293,5752,0.628,7381,98,0.607,0.184,Asheville,NC,7045
Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,37,3,3,1,14388,2517,11871,0.709,7042,85,0.635,0.175,Las Vegas,NV,14388
Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,1,34516,2253,32263,0.853,7836,93,0.603,0.065,Canonsburg,PA,34516
Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,36,3,3,2,18336,2077,16259,0.718,7509,84,0.647,0.113,San Fernando,CA,18336
Existing Customer,41,M,1,College,Married,$40K - $60K,Blue,32,3,4,2,10682,1334,9348,0.702,7332,92,0.614,0.125,West Linn,OR,10682
Existing Customer,39,F,4,Doctorate,Married,Less than $40K,Blue,27,2,1,1,8587,1324,7263,0.897,8854,92,0.643,0.154,Leicester,MA,8587
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,30,3,1,0,5494,2142,3352,1.014,8328,78,0.733,0.39,Millington,TN,5494
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,31,2,1,2,1946,1183,763,0.806,8423,82,0.708,0.608,Rocky River,OH,1946
Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,47,2,1,3,6228,1738,4490,0.829,8284,77,0.604,0.279,Battle Creek,MI,6228
Existing Customer,44,F,3,Graduate,Single,Less than $40K,Silver,34,3,3,2,13609,1432,12177,0.836,7796,77,0.791,0.105,Waterford,MI,13609
Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Gold,33,3,1,3,34516,713,33803,0.772,7750,82,0.608,0.021,Boaz,AL,34516
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Gold,31,2,3,2,15987,1766,14221,0.791,8195,94,0.679,0.11,Cincinnati,OH,15987
Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,2391,1625,766,0.662,7649,101,0.603,0.68,Albuquerque,NM,2391
Existing Customer,47,M,2,College,Single,$60K - $80K,Blue,41,2,3,3,20811,1302,19509,0.793,7192,82,0.708,0.063,Sunbury,PA,20811
Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3,3735,2113,1622,0.684,7059,82,0.577,0.566,Cayucos,CA,3735
Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,39,3,2,2,2275,2138,137,0.742,7768,83,0.729,0.94,Quincy,FL,2275
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,36,2,3,0,7350,1360,5990,0.744,7679,64,0.684,0.185,Roan Mountain,TN,7350
Existing Customer,48,M,3,College,Married,$40K - $60K,Blue,34,2,2,1,1913,1405,508,0.699,7265,80,0.905,0.734,Pittsburgh,PA,1913
Existing Customer,46,M,4,College,Married,$40K - $60K,Silver,36,3,2,2,18956,1694,17262,0.702,8032,88,0.66,0.089,Seligman,AZ,18956
Existing Customer,45,M,4,College,Single,$60K - $80K,Blue,35,2,2,3,13445,1186,12259,0.56,7377,82,0.608,0.088,Cookeville,TN,13445
Existing Customer,53,M,1,High School,Single,Less than $40K,Blue,36,3,3,3,8979,1289,7690,0.651,7422,87,0.673,0.144,Fort Lauderdale,FL,8979
Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,3,1,6674,1402,5272,0.695,7468,92,0.614,0.21,Gresham,OR,6674
Existing Customer,52,F,2,Post-Graduate,Single,Less than $40K,Blue,34,3,3,3,6265,1677,4588,0.769,8162,89,0.589,0.268,Fort Polk,LA,6265
Existing Customer,47,M,0,Graduate,Married,$80K - $120K,Silver,36,3,2,1,34516,1913,32603,0.84,7535,92,0.673,0.055,Iliff,CO,34516
Existing Customer,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516,1264,33252,0.774,7827,77,0.54,0.037,Mounds,OK,34516
Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,33,1,2,1,13165,1255,11910,0.81,8126,95,0.667,0.095,West Sacramento,CA,13165
Existing Customer,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,3,3,9959,1143,8816,0.661,7300,77,0.638,0.115,Ardsley,NY,9959
Existing Customer,40,F,3,College,Divorced,$40K - $60K,Blue,28,2,2,3,9243,2019,7224,0.707,7841,82,0.608,0.218,Fort Walton Beach,FL,9243
Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,3,4737,1649,3088,0.748,7802,88,0.492,0.348,Somerville,AL,4737
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2,2000,1739,261,0.821,7694,85,0.7,0.87,Oak Harbor,WA,2000
Existing Customer,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516,2098,32418,0.746,6932,87,0.526,0.061,Stockton,CA,34516
Existing Customer,44,M,3,High School,Single,$120K +,Silver,36,1,2,2,34516,1106,33410,0.776,7936,76,0.767,0.032,Fort Lauderdale,FL,34516
Existing Customer,49,M,4,Uneducated,Married,$60K - $80K,Blue,36,1,2,2,6139,1585,4554,0.713,7906,80,0.633,0.258,Saint Thomas,PA,6139
Existing Customer,53,F,5,Graduate,Single,$40K - $60K,Blue,41,2,1,3,9815,1699,8116,0.62,7962,89,0.561,0.173,Tucson,AZ,9815
Existing Customer,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,3,1,3256,2035,1221,0.655,7075,89,0.648,0.625,Yorkville,IL,3256
Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,1,19000,2389,16611,0.81,7664,74,0.721,0.126,Portland,OR,19000
Existing Customer,44,M,4,Graduate,Single,$120K +,Silver,36,2,2,1,34516,1635,32881,0.768,7219,86,0.564,0.047,Plymouth,MI,34516
Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Blue,31,1,1,2,23457,2517,20940,0.676,7370,96,0.627,0.107,San Francisco,CA,23457
Existing Customer,41,M,4,Graduate,Single,$80K - $120K,Blue,33,1,1,3,31560,1298,30262,0.681,7641,93,0.632,0.041,Woodway,TX,31560
Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,2,2,3,6218,2517,3701,0.716,7689,84,0.68,0.405,Fargo,ND,6218
Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844,2065,779,0.638,7345,73,0.738,0.726,Odessa,FL,2844
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,49,1,2,3,9678,1710,7968,0.745,7682,90,0.579,0.177,Huntingdon Valley,PA,9678
Existing Customer,52,F,2,Post-Graduate,Married,Less than $40K,Blue,40,2,2,1,5207,1121,4086,0.578,7153,84,0.647,0.215,New Orleans,LA,5207
Existing Customer,46,M,4,High School,Divorced,$40K - $60K,Silver,36,2,2,3,15034,1356,13678,0.754,7737,84,0.75,0.09,Los Angeles,CA,15034
Existing Customer,44,F,2,Graduate,Divorced,$40K - $60K,Blue,36,1,1,2,3107,1995,1112,0.668,7535,87,0.673,0.642,Tonawanda,NY,3107
Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,39,2,1,1,12214,2379,9835,0.769,8426,105,0.544,0.195,Jackson,MS,12214
Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,45,2,2,3,23070,1701,21369,0.846,8070,81,0.688,0.074,Florien,LA,23070
Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,40,1,2,2,2167,988,1179,0.619,7199,83,0.729,0.456,Kent,WA,2167
Existing Customer,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516,810,33706,0.787,7917,95,0.667,0.023,West Newton,MA,34516
Existing Customer,49,M,1,Uneducated,Single,$120K +,Blue,38,2,2,3,12055,1858,10197,0.645,7222,93,0.5,0.154,Lake Charles,LA,12055
Existing Customer,54,F,2,Graduate,Single,$40K - $60K,Blue,41,2,1,3,10753,1845,8908,0.689,7302,80,0.702,0.172,Vermilion,OH,10753
Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,35,6,5,1,2069,1101,968,0.741,7307,82,0.745,0.532,Memphis,NY,2069
Existing Customer,43,F,3,College,Married,Less than $40K,Silver,34,4,2,2,11362,1871,9491,0.859,7849,88,0.63,0.165,Fort Wayne,IN,11362
Existing Customer,53,M,4,High School,Divorced,$120K +,Blue,36,3,3,2,34516,1337,33179,0.704,7919,85,0.635,0.039,Cicero,IL,34516
Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,42,2,3,2,8786,1559,7227,0.909,8575,92,0.736,0.177,Lewistown,PA,8786
Existing Customer,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,1,3,3,7142,1917,5225,0.727,7892,83,0.729,0.268,Dunlap,TN,7142
Existing Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,29,2,2,3,23402,958,22444,0.646,7570,98,0.633,0.041,Tecate,CA,23402
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,3,2,6565,1130,5435,0.823,7729,97,0.644,0.172,Phoenix,AZ,6565
Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Silver,39,1,1,2,34516,1118,33398,0.671,7734,74,0.609,0.032,Melbourne,FL,34516
Existing Customer,49,M,2,Graduate,Married,$120K +,Blue,40,2,4,1,14646,1448,13198,0.895,8160,92,0.586,0.099,Hopewell Junction,NY,14646
Existing Customer,41,M,5,Graduate,Married,$80K - $120K,Blue,37,1,3,2,12578,2517,10061,0.875,8362,82,0.64,0.2,Idlewild,MI,12578
Existing Customer,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416,1970,1446,0.804,8254,75,0.596,0.577,Walnut Creek,CA,3416
Existing Customer,49,F,2,College,Married,Less than $40K,Silver,38,2,3,2,10741,2517,8224,1.087,8352,71,0.821,0.234,Chicago,IL,10741
Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561,915,7646,0.637,7341,79,0.491,0.107,Pittsfield,NH,8561
Existing Customer,51,F,5,High School,Single,Less than $40K,Blue,36,1,1,1,7645,2076,5569,0.759,7710,75,0.875,0.272,Columbus,OH,7645
Existing Customer,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,4,1,1922,1124,798,0.766,8049,76,0.434,0.585,Las Vegas,NV,1922
Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625,1640,3985,0.893,7890,75,0.875,0.292,Denmark,SC,5625
Existing Customer,54,F,2,College,Single,Less than $40K,Blue,36,1,3,3,2274,708,1566,0.677,7735,74,0.682,0.311,Marshfield,MA,2274
Existing Customer,46,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516,1802,32714,0.871,7936,101,0.485,0.052,Laredo,TX,34516
Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,2,1,1,4778,1351,3427,0.785,7590,74,0.682,0.283,Carmichael,CA,4778
Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516,2452,32064,0.707,7111,82,0.608,0.071,Byron,IL,34516
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,2,3,1,3794,1544,2250,0.72,7872,80,0.538,0.407,Houston,TX,3794
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785,2130,3655,0.813,7950,86,0.593,0.368,Traverse City,MI,5785
Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,2,2,2,4086,1974,2112,0.775,7932,87,0.642,0.483,Ainsworth,IA,4086
Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128,2517,8611,0.8,8526,93,0.661,0.226,Lexington,KY,11128
Existing Customer,51,M,2,Graduate,Single,$40K - $60K,Blue,41,1,3,3,3062,2058,1004,0.622,7289,75,0.705,0.672,Hopkins,MN,3062
Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516,942,33574,0.75,7665,86,0.593,0.027,Roanoke,VA,34516
Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,32,1,3,2,7566,1618,5948,0.72,7570,88,0.544,0.214,Shelbyville,KY,7566
Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,36,2,1,0,6633,1322,5311,0.698,8396,106,0.738,0.199,Severn,MD,6633
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516,2517,31999,0.759,8186,85,0.635,0.073,Jefferson,TX,34516
Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,36,1,1,3,2636,1257,1379,0.661,7136,82,0.608,0.477,Huntington,NY,2636
Existing Customer,43,F,0,High School,Married,Less than $40K,Blue,35,1,1,0,8401,1085,7316,0.696,7697,98,0.508,0.129,Ninety Six,SC,8401
Existing Customer,52,M,2,Uneducated,Married,$120K +,Silver,43,1,2,2,34516,1588,32928,0.745,7512,81,0.688,0.046,Harrisburg,PA,34516
Existing Customer,42,M,5,College,Married,$40K - $60K,Blue,27,1,3,1,2437,1718,719,0.608,8028,77,0.54,0.705,Hampstead,MD,2437
Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557,985,3572,0.592,7333,91,0.596,0.216,Wilmington,DE,4557
